participant,trial,condition,global_mean_amp,global_peak_amp,global_peak_latency_s,theta_power_global,alpha_power_global,RT_ms,Accuracy,MEG0_mean,MEG0_peak,MEG0_peak_latency_s,MEG1_mean,MEG1_peak,MEG1_peak_latency_s,MEG2_mean,MEG2_peak,MEG2_peak_latency_s,MEG3_mean,MEG3_peak,MEG3_peak_latency_s,MEG4_mean,MEG4_peak,MEG4_peak_latency_s,MEG5_mean,MEG5_peak,MEG5_peak_latency_s,MEG6_mean,MEG6_peak,MEG6_peak_latency_s,MEG7_mean,MEG7_peak,MEG7_peak_latency_s,MEG8_mean,MEG8_peak,MEG8_peak_latency_s,MEG9_mean,MEG9_peak,MEG9_peak_latency_s
sub-02,66,B,0.14238903014295096,5.073175349790806,0.24,0.022809739254829934,0.021572451925874304,400.43217572626264,1,0.29585356572438726,4.254052841447637,0.48,0.18718657846617154,3.3958175995564983,0.176,0.3352401679315577,4.6107447209234405,0.024,0.1283689599132784,5.073175349790806,0.24,0.050884475440208674,4.082855275649541,0.384,0.03440299760489808,3.6003907106788207,0.472,0.0555244507602426,4.358952287938722,0.14,0.0663910607780546,4.8999860708565866,0.224,0.17382553048551547,3.4282246729214307,0.2,0.09621251432519495,4.316691664553087,0.156
sub-02,67,A,0.2235297002640427,5.476970348987959,0.156,0.03156281163447045,0.014932969920053985,419.8666596296929,1,-0.10752366585776313,4.266469552793348,0.148,0.3930733399585842,4.604686809445334,0.116,0.17047578023904353,4.71575763976758,0.072,0.07697172498985808,-4.364223856360493,0.388,0.45177737758826475,4.830943755587527,0.144,0.2212951454083387,4.475908785297094,0.152,0.2872105906518423,5.476970348987959,0.156,0.29375376096108596,4.733030211985858,0.144,0.21625604574580404,-3.7816945487480975,0.484,0.23200690295536885,3.2515372415794648,0.124
sub-02,68,B,0.18052535049706236,4.788007978378275,0.132,0.021938179612566666,0.016850687391242496,460.196903588509,1,0.12617786826490718,4.513254705488449,0.044,0.13063682320498107,3.5790406505489196,0.016,0.001662050232285596,3.7700598913736205,0.372,0.3777905322787434,4.788007978378275,0.132,0.15092467727459444,3.9918781288775564,0.472,0.1691865722798739,-4.389075465439802,0.044,0.11648254991667989,3.9516677007096455,0.392,0.27130811626310986,-3.7367659599788423,0.48,0.11507174211547645,4.306136927197247,0.112,0.3460125731399717,4.241821916267398,0.408
sub-02,69,A,0.2143995585683503,5.598405255801197,0.476,0.031969836026274755,0.010849813000191492,508.558554917255,1,0.1810812702125947,4.351648125794798,0.176,0.30744016563203913,4.654189514110414,0.232,0.20350896403580984,-3.744024501936862,0.032,0.08757833624695914,3.5596482368788194,0.416,0.26446860961875684,4.711249408595055,0.152,0.27091353232808896,5.598405255801197,0.476,0.4173845703027252,4.688141519922885,0.108,0.06390918347092911,3.9993477685013747,0.124,0.14274212606710576,4.005574801747147,0.088,0.20496882776849432,-5.3220729677162275,0.312
sub-02,70,B,0.14648566005156277,5.03705010533932,0.196,0.012882488824804365,0.019313432174540103,411.05365852303794,1,-0.09174489481912593,-3.697255793903162,0.024,0.24426162300381848,4.597898956191539,0.204,0.24961672366630877,3.843282502978346,0.148,0.000989795310154079,-4.030098039140662,0.036,0.27827633174902233,3.5306852202959855,0.296,0.12059445972236588,-4.118400080058153,0.296,0.23771706729539901,5.03705010533932,0.196,0.3361611697142236,3.758066684739865,0.24,0.10307677527094454,3.780056955637429,0.32,-0.01409245039748307,-4.744661410317266,0.436
sub-02,71,A,0.2555137697860728,4.804218210313099,0.088,0.04032826060093292,0.024944624927578173,449.51762019466446,1,0.5533792468186998,4.389089432973212,0.02,0.2084590574338727,4.804218210313099,0.088,0.38074660536691185,4.1809356751548705,0.192,0.25550395121154906,3.9061214572975915,0.144,0.12989167628038858,-4.452375118271719,0.328,0.3870833120462602,4.371569934764219,0.3,0.052997854582911556,-4.026855375201047,0.404,0.2540403670865981,-4.23639236246392,0.356,0.2803061572473404,4.72918655932752,0.2,0.05272946978619598,-3.871401753748254,0.388
sub-02,72,B,0.11286896458987739,5.00646079205804,0.184,0.028647183618581117,0.022736036364967037,443.8761180284351,1,0.3416308811804977,4.628374512209957,0.136,-0.1459726063768918,3.765076764843137,0.476,0.08257966484652203,-3.39907687093045,0.08,0.014455444699688158,-3.561753613475126,0.244,0.22459322138367324,3.6486560403889627,0.408,0.18286924784336583,5.00646079205804,0.184,0.12356026286470037,-4.068853246022399,0.376,0.14147809764332997,-4.448176633169713,0.484,0.0603318997250422,-4.021485505319866,0.196,0.10316353208884625,3.783988021159011,0.0
sub-02,73,A,0.2474242188053941,4.720588443494182,0.208,0.03164458064408046,0.016830715587643326,409.20057989422156,1,0.08994217839621403,-3.342401871281881,0.396,0.3719758763919057,4.364564440139111,0.348,-0.06452682368272374,-4.235123200102049,0.016,0.06593562650456287,4.677753617882267,0.4,0.2935540988458935,4.537046068561578,0.156,0.2896769659669771,4.380783490691334,0.2,0.5682094920064715,4.485352971958413,0.14,0.16037573782938702,4.365348851123064,0.424,0.20590034051025954,4.720588443494182,0.208,0.49319869528499344,4.217584798034309,0.084
sub-02,74,B,0.12946132975879468,5.194471902762372,0.168,0.018906764637103887,0.012909511829497183,460.85325459479554,1,0.14798466791366802,3.628703988112569,0.008,0.28730706998836764,-4.474805031655276,0.424,0.07272275999051422,-3.8643058564897834,0.044,0.08462910315677538,4.81117619531376,0.088,0.4116582247150233,4.313356639702848,0.164,0.2784438253476291,-4.4561031241665345,0.404,-0.18586034985291422,-3.8756765603059797,0.248,-0.0760374317476974,3.278614310552066,0.148,0.24344743738355545,5.194471902762372,0.168,0.030317990693025185,3.3283493089173515,0.12
sub-02,75,A,0.2466717249809401,-5.1504513066978,0.228,0.034390634653474375,0.02301563256209611,435.88442233211595,1,0.12627133729385412,4.097368406185027,0.128,0.4734403203270818,3.8445034799978868,0.144,0.27326152428457484,3.8653988030177286,0.076,0.27407230575419,3.56462792087725,0.096,0.15228530988201827,4.31730986017749,0.268,0.05710973307958806,4.539011765490042,0.176,0.24898304888988002,-4.5725090238969415,0.408,0.3140879741212309,-5.1504513066978,0.228,0.3159516914195522,4.448977936885813,0.476,0.2312540047574303,3.267845812328761,0.396
sub-02,76,B,0.1799672991393561,5.000825866954239,0.208,0.029228858861716677,0.01817396828699128,367.3780731384952,1,-0.00808770521537202,-4.048341839968935,0.444,0.264131373439048,4.383606616845777,0.044,0.2015538927748767,4.514997697554115,0.2,0.14627137667132908,3.539143545592004,0.14,0.18875057093009248,3.157327276419412,0.252,0.00026042858775968103,5.000825866954239,0.208,0.319800850009138,4.346458759480324,0.432,0.41824157921067795,4.121374958900382,0.124,-0.04455120741488313,4.423966076190634,0.164,0.31330183240089404,-4.278252372571509,0.224
sub-02,77,A,0.24796304473742733,5.479296449712067,0.172,0.027550988799807986,0.017352974936538555,449.70231926837437,1,0.05564773241848852,3.702010750428667,0.196,0.3488066049745613,4.563474381307708,0.104,0.12067647652280766,5.479296449712067,0.172,0.3197141262269495,4.9871349981542235,0.136,0.39116019632353066,3.721697961145585,0.144,0.16447575326328878,4.107679895589731,0.168,0.15998306444074023,-3.7367621774736857,0.272,0.23972462293646554,3.864595073191409,0.156,0.2828597642761611,4.667714899030392,0.416,0.39658210599128024,-4.255578439558942,0.26
sub-02,78,B,0.14160177237537122,-7.081786370404668,0.464,0.01998975425787084,0.021722509170832537,481.72301041060604,1,0.26536788746063716,4.630961755545836,0.36,0.11229447715565401,3.6865258619518366,0.132,0.0008307704448969613,-3.542467339280041,0.46,0.11691024482231856,-7.081786370404668,0.464,0.17470869922780405,4.20520147461048,0.196,0.1548264325491808,4.072394618358008,0.02,0.20070683689322685,4.080162241417383,0.36,0.1963277489747244,3.921414863604528,0.2,0.05274918261962832,-4.730823491742717,0.044,0.14129544360564114,-3.4121406555726796,0.492
sub-02,79,A,0.22608961898520286,-5.87813011408964,0.028,0.03715586964515658,0.021000607859381102,472.5638224078586,1,0.23661320372602965,5.237403455869417,0.184,0.14035246222418402,3.34794230644134,0.12,0.23033761187261256,-5.87813011408964,0.028,0.15780736848532154,-4.384703857062082,0.472,0.25850358979570376,4.213059249834559,0.096,0.2419378650808918,3.495114583467921,0.208,0.3020959059809647,3.5450002121018938,0.328,0.13195679409716915,5.565490329314123,0.236,0.2655704810199595,-3.6497746590290063,0.08,0.29572090756919195,5.215267895564278,0.172
sub-02,80,B,0.15523870977758714,5.200504421052211,0.116,0.024717866771513643,0.015138770014583771,472.18646352248805,1,0.0326927943832766,3.421934129461144,0.284,0.0327812820200953,4.449834939472501,0.12,0.17557682771396643,4.299478274401517,0.204,0.09639754540835867,-4.415471604031409,0.124,0.08745210300804795,3.9147538618455604,0.196,0.2817047867838387,-3.6621335532219916,0.2,0.22912169368353424,3.838206504482779,0.06,0.14877802656922004,5.200504421052211,0.116,0.17489767469924214,-5.066788980396425,0.28,0.2929843635062911,5.0149665322454995,0.088
sub-03,1,A,0.34245681958250246,6.058311192698006,0.156,0.04366317106673452,0.03451704679919958,405.52104598175606,1,0.16674139449254236,6.003972918272853,0.08,0.36244524266266104,6.058311192698006,0.156,0.7037004064350668,5.482983500047518,0.008,0.17850621762705052,-5.435806073478221,0.08,0.30120233663676516,5.2531543975168535,0.02,0.022301558271474016,5.686541985915636,0.46,0.3437745461673569,5.948494624827201,0.384,0.3547929607473326,4.764271677827194,0.08,0.6169429064349755,5.590908240812917,0.144,0.37416062634979996,5.585011242413001,0.28
sub-03,2,B,0.07119709129216212,7.2775723383448785,0.152,0.03412057246181391,0.02992177494672189,395.51754410236276,1,-0.16251480008158378,-4.644334573448844,0.348,0.048412159736018916,-4.878892233876128,0.476,0.021357581196901784,-6.248375292440387,0.452,0.17207665064850897,-5.349695129805012,0.444,0.10972441724196047,6.550330695873172,0.296,-0.20919994025355063,-4.419707631665382,0.268,0.43341773965271363,7.2775723383448785,0.152,0.05716478031667533,-5.002650354002919,0.148,-0.06667616539035014,-4.385972988292974,0.228,0.3082084898543266,5.3576058737587315,0.164
sub-03,3,A,0.3290177315375341,7.063886982249526,0.244,0.053314731077254075,0.030026517347561687,484.1090382347491,1,0.4932585391560301,5.305428226637924,0.148,0.22691638185446436,-4.855458744302906,0.304,0.47465866329293394,6.013856347637131,0.332,0.25338879335863473,4.844248092005744,0.428,0.16232736585892474,5.82592024218372,0.168,0.06896620247663958,-4.5817752423113935,0.312,0.6471878937659847,5.007479938231309,0.332,0.24116803671428802,-5.523986888020535,0.324,0.28593592546528124,7.063886982249526,0.244,0.43636951343215974,5.400715290162902,0.08
sub-03,4,B,0.18910789487769553,8.20505705213847,0.068,0.02762374197748913,0.019494524573998702,415.8204582712299,1,0.3216916826181997,8.20505705213847,0.068,0.35906509975376066,5.08887386938752,0.056,0.37631110111013366,-5.7853493768523645,0.328,0.057732115767551676,-5.153395848556083,0.076,0.3357331436094533,4.729001580473166,0.096,-0.1916425739310468,-5.906902117996394,0.448,-0.027397553555940077,5.741352559856537,0.236,0.16167681316447233,-6.136021400263787,0.024,0.07765244490021828,-4.708103955354264,0.088,0.42025667534015243,5.281929665620915,0.364
sub-03,5,A,0.19307278203020145,9.308324253283672,0.12,0.06429914127324717,0.04412679869768937,440.4180107178249,1,0.049521742062730655,-4.833546707721723,0.484,0.054811751146587866,6.079888051083074,0.156,0.3129141519221042,5.10546694491963,0.148,0.09597298597371273,5.7646073666670175,0.0,0.37640952033280534,-5.810559967432989,0.444,0.1300374216539204,5.979435630217587,0.36,-0.0002592071309495427,6.393418616959848,0.332,0.540188787400467,9.308324253283672,0.12,-0.03970748462121989,-5.690971083694841,0.392,0.41083815156185566,5.431251372893024,0.216
sub-03,6,B,0.06667576797008029,-7.705240901280429,0.26,0.037226670597080305,0.024543853350149386,480.5505592825764,1,0.04367704416581593,4.387689501789622,0.172,-0.10578590651921567,-4.990800200800307,0.468,-0.03525726595441877,-6.684638542025047,0.104,0.42975743241956355,-6.283394388785182,0.244,0.3696614495674424,-6.0306464825738155,0.236,-0.10273934126788681,-7.705240901280429,0.26,0.014940667742629732,-4.939191796793414,0.312,-0.12645969630238518,-5.331651658041898,0.492,0.22767875537655718,5.174071142744246,0.248,-0.048715459527299505,-6.9736629377857025,0.448
sub-03,7,A,0.1881938697868138,-6.87227054166298,0.3,0.05220209009256839,0.022216174816923014,440.23165614646166,1,0.194994448983091,5.495083924951189,0.02,-0.3005010233215094,-6.254730408660578,0.364,0.5833976970798036,4.951769127328266,0.484,0.35587645409854024,-4.844457718776117,0.06,0.1161095651459741,-5.438424194825881,0.36,0.1826922263570779,-6.87227054166298,0.3,0.37702032358752224,4.745598840728676,0.156,0.2488647843567501,5.139145087454012,0.412,-0.046025117183954065,5.519767287097201,0.208,0.16950933876484262,-6.412788977563349,0.384
sub-03,8,B,0.3116003681641751,-8.060102151472863,0.368,0.057217079814255355,0.02786953220577205,490.02776213788684,1,0.1892233979401945,4.963164050462698,0.368,0.1225442845300359,-5.971877148007113,0.408,0.2965296564740392,6.505025606995092,0.26,0.47863903601684604,-5.315860843523497,0.212,0.046327334070709415,-5.169907583271014,0.272,0.4523401640344486,4.7180782474988145,0.328,0.2779695558821669,-8.060102151472863,0.368,0.4209212760615081,5.258508728124424,0.164,0.47262962564406047,5.750505523742859,0.092,0.3588793509877416,-5.296103886229132,0.412
sub-03,9,A,0.25141684712546486,7.347370724608179,0.152,0.03489684015897,0.04069721001150477,454.2500795697357,1,0.276763518092915,-5.0402749933171265,0.264,0.28181257108601465,5.482635526640362,0.132,0.3673288626661902,4.774180253677368,0.056,0.8381870051307199,7.347370724608179,0.152,0.04234881535416231,5.112433943284589,0.232,-0.18921815640628745,-4.578574601440731,0.264,0.14807495565721224,5.019012589354487,0.172,0.2018072646277433,5.773656961655261,0.3,0.15315430723459827,6.360280494045588,0.48,0.39390932781138,5.71969557475542,0.068
sub-03,10,B,0.19283081637431698,6.722279411693383,0.392,0.03347322843970819,0.026275783751225752,456.5517190013065,1,0.2419896729211007,5.198856822659597,0.168,0.08078904429906157,-5.14411415182483,0.432,0.6235886089377523,5.987791674575274,0.0,0.20474604675002123,6.267283756593541,0.152,0.2415768377298583,5.432736851019372,0.368,0.04718355978025449,-5.817355721230099,0.324,-0.02842962992218491,-5.8439406596649,0.472,0.384770950377403,6.722279411693383,0.392,-0.06788788574886825,-5.852588266726645,0.292,0.19998095861877158,-5.605932730558143,0.328
sub-03,11,A,0.1988683449178702,6.3036114306215545,0.18,0.0799917090145097,0.03175880605914001,398.8954641899551,1,0.31400379389383654,-5.344901548672744,0.084,-0.027401993475122295,-6.154718388755427,0.356,0.14068382670201474,5.850933885437939,0.12,0.3584947775063661,4.834941070267601,0.256,0.11288641518760029,5.402154604773845,0.312,0.23737829918949177,6.040804245424595,0.4,0.15851922847490005,6.3036114306215545,0.18,0.38777001112933285,6.176993784850678,0.3,0.07456314888566316,-5.4244480638997805,0.244,0.2317859416846188,5.850642661437119,0.152
sub-03,12,B,0.11409935292487608,7.220075180315781,0.204,0.02659245437525722,0.035714433878043836,464.2129074813128,1,0.2605402290542389,6.029772425729932,0.168,-0.03918618620471876,-5.045726238554149,0.06,-0.2403169070034223,5.238715995081059,0.048,0.11200486617632492,6.422545887616341,0.24,0.07576183550316615,6.166912543557353,0.008,0.3599045558207455,6.142807092398987,0.236,0.0793018853716166,7.220075180315781,0.204,0.2532194463377213,5.150520327343332,0.032,0.02655380862381563,6.468415994912012,0.16,0.25320999556927287,-5.248461884191578,0.308
sub-03,13,A,0.16237806725967915,6.350281119648329,0.1,0.07917119377173283,0.033585683881740644,476.7809854372314,1,-0.09389823118937277,5.1120298541962494,0.184,0.42989681016517634,-5.211862774168643,0.28,0.31291051045239043,5.566383540004269,0.268,-0.05374571981389762,-5.748204612205576,0.236,-0.16523388583173812,-5.112009695358258,0.196,0.43429953754100964,-5.258966752266855,0.056,0.1628197479313367,-6.175738940455125,0.256,-0.06366330237441588,-5.571962000475831,0.444,0.27252005132090684,5.523996275354774,0.14,0.3878751543953959,6.350281119648329,0.1
sub-03,14,B,0.2741348463941835,-8.130416166104325,0.368,0.052616814391699275,0.03635402362715209,388.2379006461848,1,0.0878055711709857,5.304433083731403,0.16,0.3629289277556603,5.1568789247135705,0.008,-0.24264133276805558,-5.426558404969278,0.196,0.13311818715625118,4.713538050675004,0.04,0.46686302293989856,7.595006675330127,0.1,0.32507588124292836,-5.563550598908828,0.356,0.27480515324345195,5.4510043169551885,0.22,0.5989242219129528,-5.126303067967594,0.188,0.45691440565609337,-8.130416166104325,0.368,0.2775544256316683,5.3654694966644465,0.1
sub-03,15,A,0.23825132645137642,6.760004413979508,0.464,0.05622070384533886,0.04085867289849853,366.77005738978636,1,0.29086496917645416,6.304720958024039,0.196,0.4322861024711946,-6.080485160225907,0.432,0.614878219159658,5.83728357792581,0.276,0.23023493249471103,6.760004413979508,0.464,-0.029355308297298755,-4.777551552339294,0.228,0.4548060395339241,5.250020374028386,0.112,0.480133401257015,5.217771687754092,0.024,0.234996208997198,6.14317315713208,0.136,-0.22312317677200613,-5.904562910773595,0.42,-0.10320812350708573,4.484294825018305,0.148
sub-03,16,B,0.18433706460043958,6.2425565261003815,0.108,0.03448778439275918,0.030633831593321864,500.8292508401542,1,0.2539678447357864,5.162982604532724,0.12,0.45905550706084136,5.473928815697885,0.1,0.22674974907246234,6.2425565261003815,0.108,-0.07042031000661603,-5.145101461862752,0.288,0.32685550796892227,5.327005633032464,0.14,0.7592645696030883,-5.787575410545184,0.12,0.0778249164962673,5.846833031992504,0.292,-0.4029275855742582,-5.405393386196607,0.076,-0.04283064201199775,4.544688100760041,0.172,0.2558310886599001,5.527530867678213,0.16
sub-03,17,A,0.2036155087808896,6.055693556698143,0.188,0.04872132868204611,0.03196418274272544,381.87563466649044,1,0.47212553831160015,6.055693556698143,0.188,0.3076872991101241,-4.999930005258117,0.456,0.1936365002403694,4.918326246091259,0.264,0.18121498789834295,5.699602149141361,0.148,-0.2866811598999407,-4.764278342433152,0.38,0.258705374278874,5.316546972660191,0.02,0.4637343527058851,5.7893121285961575,0.12,0.35427472430809126,5.9610927931689135,0.26,0.0094903259443545,5.575377192604837,0.06,0.0819671449111954,-5.561826486219482,0.328
sub-03,18,B,0.1257476935646687,7.465374280631376,0.228,0.0408180032353343,0.031146815790076644,455.3382542103466,1,0.05240128965257683,5.9719496679303505,0.432,0.4628196330140232,5.421098072661387,0.172,0.20296832827172545,-5.178524910729005,0.08,0.029790063403107057,5.132689792916387,0.4,0.0750209259858416,5.36714998759817,0.036,-0.03611361645872748,6.428501514975262,0.292,0.14422121179210198,4.888941141168666,0.204,0.17216689244302172,7.465374280631376,0.228,0.01810986941244734,5.566295335128638,0.004,0.13609233813056928,5.859087085398898,0.284
sub-03,19,A,0.25389076412496037,7.409165863573072,0.292,0.0544056157212877,0.036930944579875426,382.79203423688085,0,0.49767622007056206,5.583314060659107,0.388,0.393595081733821,6.63011588644564,0.124,0.24548313485726003,5.220960248424103,0.176,0.31484569963754816,5.209138697199883,0.104,0.4320655556345702,7.409165863573072,0.292,0.23604852609434193,4.985944953644608,0.156,0.1336960442431985,5.774561404374363,0.344,0.21488116151986864,5.674941099158277,0.46,0.058343109866370514,-6.069227907732575,0.292,0.012273107592062175,4.173205531462973,0.42
sub-03,20,B,0.1871466463146647,-7.635086477063758,0.156,0.04782163459114234,0.04202237908758213,446.3005562025759,1,0.022936152077327628,-7.635086477063758,0.156,0.14248008728816933,5.595622224613702,0.328,-0.01324415969366424,4.904164888633835,0.176,0.27018734380409465,6.816157922742739,0.32,0.36123338671081895,5.556666894892841,0.124,0.3026160325881972,6.414562198444685,0.404,0.21645949363691214,5.852758619148291,0.444,-0.24857685277763658,6.2037558417000405,0.36,0.23241299580658703,5.225563907844713,0.132,0.5849619837058412,5.732082965261673,0.056
sub-03,21,A,0.16251648265855753,7.200833084851539,0.236,0.05201374259800695,0.020618577968844243,425.3479463856711,0,-0.020852132518938127,-4.960729434292721,0.244,0.1445334913911347,5.38670406334434,0.144,-0.068854643899939,5.499456051010627,0.364,0.19169314973267376,7.200833084851539,0.236,0.27785363586548806,-6.127426559275233,0.016,0.052520024635608,5.601743077233257,0.232,0.229408608864564,-5.29842930059481,0.348,0.1417343762491749,5.747939985648878,0.168,0.34801953281142284,5.234503005660796,0.376,0.3291087834543863,5.276410388276807,0.1
sub-03,22,B,0.22978839964770975,-6.946918078622007,0.228,0.03218767023166226,0.03492228330748118,429.1815053777684,1,0.21627824974074342,-5.985415591037975,0.46,0.1207938496159459,-5.035936233172305,0.236,0.20996669672718601,5.718057922099643,0.1,0.4254794111348401,5.603882793574035,0.156,0.05625619240371374,-5.973716120556015,0.368,0.09282932100959197,6.2834077119791365,0.296,0.2843482452937781,-6.946918078622007,0.228,0.14304834704803235,-5.959027451836936,0.084,0.3470166271274553,5.388893302976049,0.28,0.4018670563758103,4.999742224198026,0.304
sub-03,23,A,0.3096466520758917,7.5655015080643135,0.132,0.05900909173078114,0.0474783209442181,448.24008542939265,1,0.5360368703035192,6.5313548580461545,0.268,0.37968631024692423,-5.57151259035925,0.224,0.057166023676911024,7.5655015080643135,0.132,0.4393359432429246,5.962638010074241,0.368,0.03495474369649241,-7.2732972686975605,0.328,0.5424097422197618,6.09329741602623,0.4,0.1524096485712488,-5.319554256809617,0.176,0.18196821786756126,5.14348361850175,0.448,0.29250328901356437,-4.337969254802474,0.264,0.47999573192000955,5.8315190670105705,0.2
sub-03,24,B,0.17157737591120353,7.10864896691976,0.196,0.040714254900154206,0.04148617882771841,418.75476061829124,1,0.2151432695370554,5.192430763743861,0.26,0.16369571231827498,5.289862431182719,0.02,0.2837317014103485,5.227920653429419,0.244,0.06515716189177738,5.517774728458528,0.14,3.259952947071554e-05,5.307316294889065,0.192,0.5278065815260474,5.71075559864977,0.176,0.15335723887480296,5.6392002093595055,0.172,0.20138340263713306,-5.424125759763747,0.276,-0.10349825399758832,-5.646696508541202,0.352,0.20896434538471312,7.10864896691976,0.196
sub-03,25,A,0.24170917615432055,8.102531255993977,0.496,0.049973989539651174,0.029696985101425044,480.8432179857246,1,0.00449414008566338,-4.792686325748249,0.24,0.6209991425391032,-6.355885921138791,0.104,0.16108840533951968,5.092808669551955,0.28,0.325444845764222,-4.6700951792204695,0.04,0.3763205886018283,-5.819047511923789,0.236,0.16662381631276044,-5.83158987056341,0.324,0.3348852885423953,8.102531255993977,0.496,-0.025943917209912085,-4.921580805665966,0.476,0.23059331622225257,6.603464680215788,0.144,0.2225861353453729,5.832768603550997,0.192
sub-03,26,B,0.2626078291646017,7.141136146479923,0.084,0.04313992989316159,0.018431011454470493,423.5329655470865,1,0.4334988005550961,5.104418884808517,0.44,0.2830512971691924,5.315979680182038,0.08,0.11961206804703658,4.921470994196235,0.24,0.0008286666696163678,5.107381227971962,0.292,0.013110034270895564,6.125511426007941,0.136,0.4871162399345859,6.0277493368991,0.08,0.24155561485219454,-4.396741614740372,0.388,0.38824176656606063,7.141136146479923,0.084,0.1836252062989274,-5.406374260303599,0.284,0.47543859728241167,5.298101258249252,0.428
sub-03,27,A,0.1305882417369189,7.701155925237508,0.168,0.036266411918795066,0.02675591257917038,450.7992429140692,0,0.4585015783184837,5.596238814446003,0.124,0.16219170026076607,6.5061197154242185,0.204,-0.08897063690538044,-5.818190377052052,0.136,-0.07538426941991186,5.490877805830624,0.268,0.03606166482709698,-6.396035975174372,0.424,0.15599385346015018,-5.630061173597701,0.04,-0.051837338842967796,7.701155925237508,0.168,0.29500393508373957,-5.460975772776104,0.068,0.2921627086242778,4.423534709821282,0.4,0.12215922196293487,6.729409981469523,0.384
sub-03,28,B,0.23016428172005465,6.99495142986395,0.188,0.04239034146756203,0.0190708980116799,445.0454269761933,1,0.2179175574878627,6.568135490469979,0.14,0.09747968899116347,4.912009911302169,0.172,0.13541085413736412,5.790305893791677,0.184,0.26661752721305226,6.99495142986395,0.188,-0.12705777912137903,-4.748210871504457,0.196,0.14686260989763417,-5.169216985671847,0.108,0.4837660691944637,6.708074669279396,0.024,0.5258013411600505,5.954861831936031,0.104,0.40409577590336737,4.395625953103827,0.22,0.15074917233696725,4.052036316943636,0.044
sub-03,29,A,0.2652479543779146,7.003445824045114,0.212,0.051591194145803744,0.02616824956262301,463.71159079444084,1,-0.0138731055382024,4.551308228493544,0.312,0.4900984263227975,4.78385409242481,0.144,0.11000032692457665,5.879281798634058,0.148,0.7241489715237749,7.003445824045114,0.212,0.11744801011223342,4.837168129171066,0.008,0.014692186619025938,5.994144834511587,0.152,0.4296829315758451,5.47570360721772,0.072,0.31105753732642166,-5.961485057653397,0.008,0.3224827991315951,6.083108533144518,0.028,0.14674145978107805,6.180685848148472,0.392
sub-03,30,B,0.22951252511957126,8.011507419536416,0.184,0.03977470988000224,0.024416703367494033,472.2139757463406,1,-0.022480175301157437,5.5236772913254075,0.116,0.5111745799952476,8.011507419536416,0.184,-0.04959347200764683,5.529641329525003,0.084,0.27743345305076095,5.029661803588055,0.404,0.4904683669511409,6.3269702287736855,0.352,0.08547472182451193,5.002404310671269,0.452,0.6425956334640177,-5.230060863588597,0.288,0.22997907171277665,-5.259326656250638,0.292,0.2167477560043227,5.619812518487487,0.148,-0.08667468449826102,5.1021525071007074,0.0
sub-03,31,A,0.2773932386696027,6.877981970665308,0.18,0.054424580941442334,0.02820787065283753,431.82590857320514,1,0.21791946458339978,5.630129145571145,0.336,0.23390463204295184,4.9004333045751425,0.1,0.34442254488628715,5.28540861837716,0.132,0.19992016426030346,-5.112791528265899,0.056,0.2933412589443008,5.408276270133558,0.424,0.12987648765261656,-5.5726631170744225,0.312,0.587326383912218,6.877981970665308,0.18,0.24425333061046384,5.226070869876678,0.308,0.1671586731744823,5.2937441799694955,0.196,0.3558094466290035,5.202650451634378,0.288
sub-03,32,B,0.15003116513878084,-6.605772142566506,0.332,0.08531110035876444,0.04665161128451511,426.49238499209395,1,0.2022037380268244,5.54882554647973,0.152,0.34523744915199417,4.909313595961329,0.132,0.145688335716537,5.403205167014421,0.012,-0.18388798081220922,-4.818985600217687,0.28,0.11951071206770103,4.9202078489362595,0.196,0.1446236134876145,-6.605772142566506,0.332,0.13204517242791167,6.075565360152538,0.112,0.07156538289127384,-5.8511754201575465,0.364,0.31275142023628444,5.604469384619974,0.244,0.21057380819387694,-5.126640044537362,0.004
sub-03,33,A,0.196572535959124,-7.331718387819085,0.084,0.04399138200860706,0.026089787960335342,534.6225286895788,1,0.2851847924205215,4.471465885103606,0.188,-0.2802555007575011,5.620535324595799,0.18,0.08328969199083179,-4.668957745298899,0.312,0.46545330857519723,5.287544947401532,0.26,0.3420014646209381,-5.832616532006298,0.304,-0.14579142369031767,6.176116841833322,0.204,0.3283025738999422,6.342255809229922,0.392,0.3072963653582816,-7.331718387819085,0.084,0.20097081367536165,5.638293891671175,0.428,0.3792732734979848,7.31478358870092,0.152
sub-03,34,B,0.22791695856417263,-6.347341724800312,0.104,0.04474283231654498,0.033256300378628534,429.8743123567906,1,0.3393907038788902,5.876791423017485,0.26,0.29873724688031583,6.054156882558585,0.384,0.24463424522218027,4.325957209459784,0.18,0.2697863328831236,-6.347341724800312,0.104,0.003271891170859935,-5.284270976353991,0.24,0.4696660658160789,5.341323126019014,0.072,0.23530871554141763,-6.234747137724342,0.084,0.2832331444204982,5.855777946800494,0.16,0.044628961356701725,6.19599156927159,0.136,0.09051227847166021,-5.924365950364384,0.464
